property_type,society,sector,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,area,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,smart world orchard,sector 61,2 Crore,12911.0,Carpet area: 1549 (143.91 sq.m.),3.0,3.0,2.0,3.0,,New Property,,,,,0,0,0,0,1,0,0
flat,aipl club residences,sector 70a,1.27 Crore,9777.0,Carpet area: 1304 (121.15 sq.m.),2.0,2.0,,24.0,North-West,Relatively New,,,,,0,0,0,0,1,1,113
flat,"new colony, gurgaon",sector 7,80 Lac,8100.0,Carpet area: 990 (91.97 sq.m.),3.0,2.0,1.0,4.0,North-East,Relatively New,,,,,0,0,0,0,0,1,69
flat,maruti vihar,sector 28,1 Crore,9090.0,Super Built up area 1100(102.19 sq.m.),1.0,1.0,1.0,1.0,North,Old Property,,,,,1,0,0,1,0,1,80
flat,signature global park4.0 ?,sohna road,78 Lac,6446.0,Carpet area: 1210 (112.41 sq.m.),3.0,3.0,3.0,3.0,South-West,Relatively New,,,,,0,0,0,1,0,0,150
flat,signature global park4.0 ?,sohna road,58 Lac,7056.0,Built Up area: 822 (76.37 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2.0,2.0,3.0,,Undefined,,,,,0,0,0,0,0,0,0
flat,signature global synera3.4 ?,sector 81,39 Lac,6500.0,Carpet area: 600 (55.74 sq.m.),2.0,2.0,2.0,6.0,South-West,Relatively New,,,,,0,0,0,0,0,0,37
flat,eldeco accolade3.8 ?,sohna road,1.14 Crore,6530.0,Super Built up area 1751(162.67 sq.m.)Carpet area: 1062 sq.ft. (98.66 sq.m.),3.0,3.0,,4.0,East,Relatively New,,,,,0,0,0,0,0,0,157
flat,vatika city4.1 ?,sector 49,3.6 Crore,11920.0,Carpet area: 3020 (280.57 sq.m.),4.0,5.0,3.0,7.0,,Moderately Old,,,,,0,1,0,1,0,2,15
house,independent,sector 28,0.7,8101.0,Plot area 864(80.27 sq.m.),4 Bedrooms,2.0,0,2.0,North,Old Property,864.0,,864.0,,0,0,0,0,0,0,7
house,independent,sector 43,3.0,53763.0,Plot area 62(51.84 sq.m.),12 Bedrooms,12.0,3+,5.0,West,New Property,558.0,,558.0,,0,0,0,0,1,2,20
flat,ansal heights 86,sector 86,1.3 Crore,4666.0,Super Built up area 2786(258.83 sq.m.),4.0,6.0,2.0,11.0,East,New Property,,,,,0,1,0,0,1,0,86
house,unitech uniworld resorts,sector 33,8.5,17820.0,Plot area 530(443.15 sq.m.),5 Bedrooms,5.0,3+,3.0,North,New Property,4770.0,,4770.0,,1,1,1,1,0,1,145
flat,shapoorji pallonji joyville gurugram4.0 ?,sector 102,1.75 Crore,9449.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1128 sq.ft. (104.79 sq.m.),3.0,3.0,3.0,10.0,West,Relatively New,,,,,1,1,0,1,1,0,49
flat,huda housing board society,sector 52,45 Lac,9745.0,Carpet area: 461.77 (42.9 sq.m.),1.0,1.0,,0.0,North-West,Moderately Old,,,,,0,0,0,1,0,1,43
house,independent,sector 40,5.0,21124.0,Plot area 263(219.9 sq.m.),9 Bedrooms,9.0,3+,3.0,South-East,Relatively New,2367.0,,2367.0,,0,0,0,1,0,1,66
flat,birla navya,sector 63a,3.3 Crore,15348.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,3.0,4.0,West,Undefined,,,,,0,1,0,0,0,0,52
flat,vatika gurgaon 213.7 ?,sector 83,1.18 Crore,6801.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,2.0,14.0,North,Relatively New,,,,,0,0,0,0,0,0,26
flat,chd avenue 713.6 ?,sector 71,1 Crore,6734.0,Super Built up area 1485(137.96 sq.m.),3.0,3.0,,3.0,North,Relatively New,,,,,0,0,0,0,0,1,7
house,independent,sector 48,5.5,23504.0,Plot area 260(217.39 sq.m.),4 Bedrooms,4.0,2,2.0,North,Relatively New,2340.0,,2340.0,,0,1,0,0,0,1,22
flat,elan the presidential,sector 106,6.3 Crore,15384.0,Super Built up area 4095(380.44 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),5.0,6.0,,10.0,North-East,Under Construction,,,,,0,0,0,0,0,1,62
flat,indiabulls centrum park3.7 ?,sector 103,1.65 Crore,8250.0,Super Built up area 2000(185.81 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,,15.0,,Relatively New,,,,,1,0,0,0,0,0,38
house,international city by sobha phase 1,sector 109,5.85,26423.0,Plot area 246(205.69 sq.m.),4 Bedrooms,5.0,3+,2.0,East,Relatively New,2214.0,,2214.0,,0,1,0,0,0,1,85
flat,on request,sector 103,1.69 Crore,9146.0,Super Built up area 1845(171.41 sq.m.),3.0,3.0,,8.0,,Relatively New,,,,,0,0,0,0,0,0,49
flat,ss the leaf3.8 ?,sector 85,1.2 Crore,12371.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1190 sq.ft. (110.55 sq.m.)Carpet area: 970 sq.ft. (90.12 sq.m.),2.0,2.0,2.0,4.0,East,Relatively New,,,,,0,1,1,0,0,0,81
house,central park flower valley,sector 33,1.15,9349.0,Plot area 1737(161.37 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1230 sq.ft. (114.27 sq.m.),2 Bedrooms,2.0,3,2.0,North,Relatively New,1230.0,,1737.0,,1,0,0,0,0,1,71
flat,emaar gurgaon greens4.1 ?,sector 102,1.45 Crore,14179.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3.0,10.0,North-East,Relatively New,,,,,0,1,0,0,0,0,165
house,independent,sector 7,1.2,11194.0,Built Up area: 1072 (99.59 sq.m.),5 Bedrooms,4.0,2,3.0,,Undefined,1072.0,,,,0,0,0,0,0,0,0
flat,alpha corp gurgaonone 844.0 ?,sector 84,2.28 Crore,8769.0,Super Built up area 3434(319.03 sq.m.)Carpet area: 2600 sq.ft. (241.55 sq.m.),4.0,4.0,,8.0,South-East,Relatively New,,,,,0,1,0,0,0,0,61
flat,aipl zen residences,sector 70a,1.75 Crore,10257.0,Built Up area: 1706 (158.49 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3.0,4.0,,20.0,North-East,Relatively New,,,,,0,0,0,0,1,2,49
flat,satya the hermitage3.5 ?,sector 103,99.5 Lac,6655.0,Super Built up area 1991(184.97 sq.m.)Carpet area: 1495 sq.ft. (138.89 sq.m.),3.0,4.0,,2.0,North-East,Relatively New,,,,,0,1,0,1,0,0,174
flat,suposhaa smartworld orchard,sector 61,2.25 Crore,14525.0,Carpet area: 1549 (143.91 sq.m.),3.0,3.0,2.0,3.0,,Undefined,,,,,0,0,0,0,0,0,0
flat,emaar palm heights,sector 77,1.79 Crore,8839.0,Super Built up area 2025(188.13 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1548 sq.ft. (143.81 sq.m.),3.0,3.0,3.0,1.0,North-East,New Property,,,,,0,1,0,0,0,1,49
flat,orchid petals4.1 ?,sector 49,1.9 Crore,10526.0,Super Built up area 1805(167.69 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3.0,2.0,South,Old Property,,,,,0,0,0,0,1,1,49
house,independent,sector 4,0.65,92857.0,Plot area 70(6.5 sq.m.),1 Bedroom,1.0,1,1.0,South-East,Moderately Old,70.0,,70.0,,0,0,0,0,1,0,21
house,independent,sector 2,2.5,16056.0,Plot area 173(144.65 sq.m.),4 Bedrooms,4.0,2,4.0,West,Old Property,1557.0,,1557.0,,0,0,0,0,0,0,17
flat,mariners home,sector 56,2.11 Crore,8612.0,Super Built up area 2450(227.61 sq.m.)Built Up area: 2250 sq.ft. (209.03 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),3.0,2.0,3.0,4.0,South,Relatively New,,,,,0,0,0,0,1,1,126
flat,tulip violet4.2 ?,sector 69,1.85 Crore,9203.0,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2.0,14.0,North-East,Relatively New,,,,,0,0,0,0,0,1,157
flat,ramprastha the edge towers3.5 ?,sector 37d,80 Lac,5797.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,3.0,2.0,North-East,Relatively New,,,,,0,0,0,0,0,0,78
flat,ild grand,sector 37c,66 Lac,5038.0,Built Up area: 1310 (121.7 sq.m.),2.0,2.0,,14.0,,Undefined,,,,,0,0,0,0,0,0,0
house,vipul tatvam villa,sector 48,,19000.0,nan,,,,,,Undefined,,,,,0,0,0,0,0,0,0
flat,chd avenue 713.6 ?,sector 71,1.2 Crore,7407.0,Super Built up area 1620(150.5 sq.m.),3.0,3.0,3.0,4.0,North,Relatively New,,,,,0,0,0,0,1,1,49
flat,vatika independent floors3.8 ?,sector 82,67 Lac,5826.0,Built Up area: 1150 (106.84 sq.m.),2.0,2.0,3.0,2.0,,Moderately Old,,,,,0,0,0,0,0,0,53
flat,m3m the marina4.0 ?,sector 68,1 Crore,12500.0,Carpet area: 800 (74.32 sq.m.),2.0,2.0,3.0,21.0,,Relatively New,,,,,0,0,0,0,0,0,31
flat,capital residences 360,sector 70a,1.69 Crore,8552.0,Super Built up area 1976(183.58 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3.0,3.0,,8.0,North-East,New Property,,,,,0,1,0,0,0,0,165
flat,pareena coban residences,sector 99a,1.3 Crore,6510.0,Built Up area: 1997 (185.53 sq.m.),3.0,3.0,,16.0,,Undefined,,,,,0,0,0,0,0,0,0
house,independent,sector 24,3.2,59259.0,Plot area 60(50.17 sq.m.),14 Bedrooms,14.0,3+,6.0,West,Relatively New,540.0,,540.0,,0,0,0,0,0,2,15
house,independent,sector 26,15.0,33200.0,Plot area 502(419.74 sq.m.),5 Bedrooms,6.0,3+,3.0,North,Moderately Old,4518.0,,4518.0,,1,1,1,1,0,1,78
house,eldeco mansionz,sector 48,,22222.0,nan,,,,,,Undefined,,,,,0,0,0,0,0,0,0
house,eros rosewood city4.0 ?,sector 49,3.75,22046.0,Plot area 189(158.03 sq.m.),3 Bedrooms,3.0,1,2.0,South,Old Property,1701.0,,1701.0,,0,0,0,1,0,1,6
house,independent,sector 26,19.0,42222.0,Plot area 500(418.06 sq.m.),6 Bedrooms,8.0,3+,3.0,East,Moderately Old,4500.0,,4500.0,,1,1,1,1,0,1,103
flat,m3m heights,sector 65,2 Crore,13957.0,Built Up area: 1433 (133.13 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,2.0,32.0,,Undefined,,,,,0,0,0,0,0,0,0
flat,capital residences 360,sector 70a,1.51 Crore,7641.0,Super Built up area 1976(183.58 sq.m.),3.0,3.0,3.0,7.0,South-East,Relatively New,,,,,0,1,0,0,0,0,49
flat,vipul world3.9 ?,sector 48,1.38 Crore,9482.0,Carpet area: 1450 (134.71 sq.m.),3.0,3.0,1.0,2.0,,Relatively New,,,,,0,0,0,0,0,0,60
house,independent,sector 46,3.55,24500.0,Plot area 161(134.62 sq.m.),5 Bedrooms,4.0,3+,3.0,North-West,Moderately Old,1449.0,,1449.0,,0,1,0,0,0,1,73
flat,signature global park4.0 ?,sohna road,53.2 Lac,6295.0,Carpet area: 845 (78.5 sq.m.),2.0,2.0,2.0,1.0,East,Relatively New,,,,,0,0,0,1,0,0,168
flat,m3m heights,sector 65,2.15 Crore,15003.0,Built Up area: 1433 (133.13 sq.m.),2.0,2.0,,28.0,East,Undefined,,,,,0,0,0,0,0,0,0
flat,.,gwal pahari,7 Crore,11000.0,Super Built up area 6000(557.42 sq.m.),4.0,4.0,,6.0,South-West,Relatively New,,,,,0,1,0,0,0,0,52
flat,prime habitat,sector 99a,32 Lac,4657.0,Super Built up area 687(63.82 sq.m.)Built Up area: 601 sq.ft. (55.83 sq.m.)Carpet area: 448 sq.ft. (41.62 sq.m.),2.0,2.0,1.0,7.0,,Relatively New,,,,,0,0,0,0,0,0,44
house,international city by sobha phase 1,sector 109,5.7,10556.0,Plot area 600(501.68 sq.m.),4 Bedrooms,5.0,3+,3.0,East,Relatively New,5400.0,,5400.0,,1,1,1,1,0,0,160
house,international city by sobha phase 2,sector 109,6.25,10035.0,Plot area 692(578.6 sq.m.),5 Bedrooms,7.0,3+,3.0,North-East,Relatively New,6228.0,,6228.0,,1,1,1,1,0,0,147
flat,bestech park view city4.1 ?,sector 48,1.78 Crore,10022.0,Super Built up area 1776(165 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,4.0,2.0,5.0,,Relatively New,,,,,1,0,0,1,0,0,53
flat,emaar mgf emerald floors,sector 65,2.6 Crore,15758.0,Carpet area: 1650 (153.29 sq.m.),3.0,3.0,,3.0,East,Undefined,,,,,0,0,0,0,0,0,0
flat,signature global city 63a,sector 63a,1.65 Crore,15263.0,Super Built up area 1081(100.43 sq.m.),2.0,2.0,2.0,1.0,,Undefined,,,,,0,0,0,0,0,0,0
flat,m3m heights,sector 65,1.9 Crore,13991.0,Built Up area: 1358 (126.16 sq.m.),2.0,2.0,2.0,40.0,,Undefined,,,,,0,0,0,0,0,0,0
flat,sunischit apartments,sector 54,1.75 Crore,7954.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,3.0,,6.0,North-East,Moderately Old,,,,,0,1,0,0,0,1,126
flat,"godrej 101, sector 79",sector 79,1.25 Crore,9038.0,Built Up area: 1383 (128.48 sq.m.),2.0,2.0,3.0,1.0,East,Undefined,,,,,0,0,0,0,0,0,0
flat,rof ananda,sector 95,55 Lac,5500.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 745 sq.ft. (69.21 sq.m.),3.0,2.0,2.0,14.0,East,New Property,,,,,1,0,0,0,0,2,30
flat,emaar palm gardens4.1 ?,sector 83,1.4 Crore,9675.0,Super Built up area 1720(159.79 sq.m.)Carpet area: 1447 sq.ft. (134.43 sq.m.),3.0,3.0,3.0,11.0,North,Relatively New,,,,,0,1,0,0,0,2,58
flat,ambience creacions,sector 22,6.16 Crore,20533.0,Carpet area: 3000 (278.71 sq.m.),4.0,5.0,,10.0,South-East,New Property,,,,,0,1,0,1,0,1,49
flat,the roselia 2,sector 95,Price on Request,,Carpet area: 593 (55.09 sq.m.),2.0,2.0,2.0,14.0,,Undefined,,,,,0,0,0,0,0,0,0
house,independent,sector 54,3.75,234375.0,Plot area 160(14.86 sq.m.),4 Bedrooms,4.0,3,3.0,East,Moderately Old,160.0,,160.0,,0,1,0,0,0,1,13
flat,ss,sector 85,2.1 Crore,7467.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,4.0,3.0,2.0,North-West,Relatively New,,,,,0,0,0,0,0,0,49
flat,bptp terra3.8 ?,sector 37d,1.45 Crore,8006.0,Super Built up area 1811(168.25 sq.m.),3.0,3.0,3.0,9.0,North-East,Relatively New,,,,,0,0,0,0,0,0,107
flat,adani brahma samsara vilasa,sector 63,3 Crore,16666.0,Carpet area: 1800 (167.23 sq.m.),3.0,3.0,3.0,3.0,East,New Property,,,,,0,0,0,0,0,0,24
flat,mvn athens3.7 ?,sohna road,25 Lac,5189.0,Carpet area: 481.73 (44.75 sq.m.),2.0,2.0,1.0,3.0,East,Relatively New,,,,,0,0,0,0,0,0,51
house,sushant lok 1 builder floors,sector 43,1.65,30556.0,Plot area 60(50.17 sq.m.)Built Up area: 540 sq.yards (451.51 sq.m.)Carpet area: 500 sq.yards (418.06 sq.m.),4 Bedrooms,4.0,3+,4.0,West,Moderately Old,540.0,,540.0,,0,0,0,0,1,2,49
flat,m3m golfestate4.4 ?,sector 65,5.5 Crore,16959.0,Super Built up area 3243(301.28 sq.m.)Built Up area: 2803 sq.ft. (260.41 sq.m.)Carpet area: 2388 sq.ft. (221.85 sq.m.),3.0,4.0,3.0,3.0,North-East,Relatively New,,,,,0,1,0,0,0,0,49
flat,kw royal court,sector 39,2 Crore,6250.0,Carpet area: 3200 (297.29 sq.m.),5.0,4.0,3.0,9.0,East,Old Property,,,,,0,1,0,0,0,2,49
house,independent,sector 9,0.35,9722.0,Plot area 40(33.45 sq.m.),2 Bedrooms,2.0,1,2.0,South-East,Old Property,360.0,,360.0,,0,0,0,0,0,0,0
house,ganpati heights apartment,sector 13,1.25,151.0,Plot area 115(7692.86 sq.m.),10 Bedrooms,6.0,2,3.0,South-East,Old Property,82781.0,,115.0,,0,0,0,0,1,0,7
house,independent,sector 46,2.25,24510.0,Plot area 102(85.28 sq.m.)Built Up area: 90 sq.yards (75.25 sq.m.)Carpet area: 85 sq.yards (71.07 sq.m.),4 Bedrooms,3.0,3,3.0,North-East,Relatively New,918.0,,918.0,,1,0,0,0,0,1,35
flat,shree vardhman flora3.8 ?,sector 90,1.27 Crore,4951.0,Super Built up area 2575(239.23 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),4.0,5.0,2.0,9.0,North-East,New Property,,,,,1,1,0,0,0,0,83
house,independent,sector 23,2.4,12000.0,Plot area 2000(185.81 sq.m.),3 Bedrooms,3.0,2,2.0,North-East,Moderately Old,2000.0,,2000.0,,0,0,1,1,0,0,28
flat,hcbs sports ville3.6 ?,sohna road,35 Lac,4.0,Built Up area: 737147 (68483.2 sq.m.),2.0,2.0,2.0,8.0,,Relatively New,,,,,0,0,0,0,0,2,44
flat,sushant lok 1 builder floors,sector 43,2.5 Crore,12920.0,Super Built up area 215(179.77 sq.m.),3.0,3.0,2.0,2.0,,New Property,,,,,0,0,0,0,0,0,0
house,shivpuri,sector 7,2.4,8889.0,Plot area 300(250.84 sq.m.),10 Bedrooms,5.0,3,2.0,North,Old Property,2700.0,,2700.0,,1,1,0,1,0,0,8
flat,ss the leaf3.8 ?,sector 85,2.13 Crore,7574.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,4.0,3.0,6.0,North,Relatively New,,,,,0,0,0,0,0,0,49
house,independent,sector 40,12.0,38986.0,Plot area 342(285.96 sq.m.),16 Bedrooms,16.0,3+,4.0,,New Property,3078.0,,3078.0,,1,1,1,1,0,1,0
house,independent,sector 47,4.3,29311.0,Plot area 163(136.29 sq.m.),6 Bedrooms,4.0,2,2.0,,Moderately Old,1467.0,,1467.0,,0,0,0,0,1,0,0
flat,imperia the esfera,sector 37c,87 Lac,5513.0,Super Built up area 1578(146.6 sq.m.),2.0,3.0,,9.0,North-East,New Property,,,,,1,0,0,0,0,0,49
house,independent,sector 3,0.9,80357.0,Built Up area: 112 (10.41 sq.m.),3 Bedrooms,3.0,0,2.0,,Undefined,112.0,,,,0,0,0,0,0,0,0
flat,vatika city4.1 ?,sector 49,1.79 Crore,12785.0,Carpet area: 1400 (130.06 sq.m.),3.0,3.0,3.0,9.0,,Old Property,,,,,0,1,0,0,0,0,38
flat,supertech hues,sector 68,93 Lac,8611.0,Carpet area: 1080 (100.34 sq.m.),2.0,2.0,2.0,11.0,,Undefined,,,,,0,0,0,0,0,0,0
flat,antriksh heights3.7 ?,sector 84,88 Lac,4821.0,Super Built up area 1825(169.55 sq.m.),3.0,3.0,3.0,16.0,,Relatively New,,,,,0,0,0,1,0,0,67
flat,godrej summit premia towers,sector 104,90 Lac,7149.0,Built Up area: 1259 (116.96 sq.m.),2.0,2.0,,16.0,,Undefined,,,,,0,0,0,0,0,0,0
flat,bestech park view residency3.9 ?,sector 2,1.4 Crore,7865.0,Super Built up area 1780(165.37 sq.m.),3.0,3.0,,6.0,North,Old Property,,,,,0,0,0,0,0,2,107
house,nitin vihar,sector 33,0.85,9444.0,Plot area 900(83.61 sq.m.),3 Bedrooms,2.0,0,1.0,West,Relatively New,900.0,,900.0,,0,0,0,0,0,0,15
flat,rose apartment,sector 28,3 Crore,10482.0,Super Built up area 2862(265.89 sq.m.),3.0,5.0,,8.0,,Old Property,,,,,0,0,0,0,0,0,0
flat,hcbs sports ville3.6 ?,sohna road,20 Lac,4219.0,Built Up area: 473.99 (44.04 sq.m.),1.0,1.0,1.0,3.0,East,New Property,,,,,0,0,0,0,0,0,71
flat,dlf park place4.1 ?,sector 54,4.86 Crore,25920.0,Super Built up area 1875(174.19 sq.m.),3.0,4.0,,7.0,West,Relatively New,,,,,0,1,0,0,0,1,49
house,bestech park view aindependentda4.2 ?,sector 81,4.35,7937.0,Plot area 5480(509.11 sq.m.),4 Bedrooms,4.0,3,2.0,North,Relatively New,5481.0,,5480.0,,0,1,1,0,0,0,51
flat,spaze privvy the address3.9 ?,sector 93,1.25 Crore,6900.0,Super Built up area 1805(167.69 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,4.0,2.0,12.0,North-East,Relatively New,,,,,0,0,0,0,0,1,96
flat,antriksh heights3.7 ?,sector 84,85 Lac,5556.0,Super Built up area 1350(125.42 sq.m.),2.0,2.0,3.0,10.0,North-West,New Property,,,,,1,0,0,0,1,0,24
flat,spaze privy at43.9 ?,sector 84,1.24 Crore,6465.0,Super Built up area 1918(178.19 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,3.0,3.0,8.0,North-East,Relatively New,,,,,1,0,0,0,0,1,158
flat,raheja revanta,sector 78,1.2 Crore,10018.0,Super Built up area 1197.8(111.28 sq.m.)Carpet area: 505 sq.ft. (46.92 sq.m.),1.0,2.0,2.0,32.0,,Under Construction,,,,,0,0,0,0,0,0,39
house,sushant lok 1 builder floors,sector 43,10.85,28841.0,Plot area 418(349.5 sq.m.),8 Bedrooms,8.0,3,3.0,West,Moderately Old,3762.0,,3762.0,,1,1,1,1,0,2,160
flat,godrej 1014.0 ?,sector 79,1.28 Crore,8504.0,Super Built up area 1505(139.82 sq.m.),3.0,3.0,3.0,7.0,North-East,Relatively New,,,,,0,0,0,0,0,0,158
house,independent,sector 11,,13131.0,nan,,,,,,Undefined,,,,,0,0,0,0,0,0,0
flat,ramsons kshitij3.7 ?,sector 95,31.5 Lac,4500.0,Super Built up area 700(65.03 sq.m.)Carpet area: 443.32 sq.ft. (41.19 sq.m.),2.0,2.0,1.0,8.0,,Relatively New,,,,,0,0,0,0,1,2,28
house,satya the hermitage3.5 ?,sector 103,4.35,13501.0,Plot area 358(299.33 sq.m.),4 Bedrooms,4.0,3+,2.0,North,Relatively New,3222.0,,3222.0,,1,1,1,1,0,1,138
flat,raheja vedaanta3.6 ?,sector 108,65 Lac,4761.0,Super Built up area 1365(126.81 sq.m.),2.0,2.0,2.0,5.0,East,Relatively New,,,,,0,0,0,1,0,1,174
flat,vatika lifestyle homes3.8 ?,sector 83,1.1 Crore,6267.0,Super Built up area 1755(163.04 sq.m.),3.0,3.0,2.0,8.0,South,Relatively New,,,,,1,0,1,1,0,1,174
flat,conscient heritage max4.3 ?,sector 102,2 Crore,9306.0,Super Built up area 2149(199.65 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3.0,4.0,,13.0,North-East,Relatively New,,,,,1,1,0,0,0,1,174
flat,tulip violet4.3 ?,sector 69,1.37 Crore,8907.0,Super Built up area 1538(142.88 sq.m.),3.0,3.0,1.0,12.0,North-East,Relatively New,,,,,0,0,0,0,0,0,116
flat,signature global solera3.7 ?,sector 107,36 Lac,6569.0,Super Built up area 548(50.91 sq.m.),2.0,2.0,1.0,9.0,South,Relatively New,,,,,0,0,0,0,0,0,28
flat,vatika city4.1 ?,sector 49,2.65 Crore,11770.0,Super Built up area 2251.42(209.16 sq.m.)Built Up area: 1750.75 sq.ft. (162.65 sq.m.),3.0,4.0,3.0,11.0,East,Moderately Old,,,,,0,1,0,1,0,1,140
flat,ss the leaf3.8 ?,sector 85,1.15 Crore,11966.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1263 sq.ft. (117.34 sq.m.)Carpet area: 961 sq.ft. (89.28 sq.m.),2.0,2.0,3.0,20.0,North-East,Relatively New,,,,,0,0,0,1,0,0,107
house,rattan garden,sector 7,1.3,13499.0,Built Up area: 963 (89.47 sq.m.),5 Bedrooms,3.0,2,3.0,,Old Property,963.0,,,,0,0,0,0,0,0,0
flat,shri balaji apartment,sector 12,35 Lac,4037.0,Super Built up area 867(80.55 sq.m.)Built Up area: 737 sq.ft. (68.47 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2.0,1.0,1.0,North,Moderately Old,,,,,0,0,0,0,0,0,23
house,puri diplomatic greens4.0 ?,sector 111,,12842.0,nan,,,,,,Undefined,,,,,0,0,0,0,0,0,0
house,independent,sector 2,0.98,9074.0,Carpet area: 120 (100.34 sq.m.),9 Bedrooms,4.0,3,1.0,South,Undefined,1080.0,,,,0,0,0,0,0,0,0
flat,my home,new sector 2,28.5 Lac,3166.0,Carpet area: 900 (83.61 sq.m.),2.0,1.0,1.0,2.0,,Relatively New,,,,,0,0,0,0,1,0,15
flat,antriksh heights3.7 ?,sector 84,90 Lac,4444.0,Super Built up area 2025(188.13 sq.m.),3.0,3.0,3.0,18.0,,Relatively New,,,,,0,1,0,1,0,0,59
flat,dlf regal gardens3.9 ?,sector 90,1.26 Crore,7636.0,Super Built up area 1744(162.02 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.),3.0,3.0,2.0,12.0,North,Relatively New,,,,,0,0,0,0,1,0,8
flat,la vida by tata housing,sector 113,1.45 Crore,11363.0,Super Built up area 1276(118.54 sq.m.)Carpet area: 904.01 sq.ft. (83.99 sq.m.),2.0,2.0,2.0,6.0,South,Relatively New,,,,,0,0,0,0,0,0,80
flat,dlf beverly park4.1 ?,sector 25,8 Crore,15384.0,Carpet area: 5200 (483.1 sq.m.),5.0,5.0,,2.0,North-East,Old Property,,,,,1,1,0,1,1,2,26
flat,experion windchants3.8 ?,sector 112,3 Crore,11538.0,Super Built up area 2802(260.31 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,3.0,2.0,2.0,North,Relatively New,,,,,0,0,0,0,1,1,49
flat,ansal sushant lok ci,sector 43,2 Crore,15151.0,Carpet area: 1320 (122.63 sq.m.),3.0,3.0,2.0,1.0,North,Old Property,,,,,0,1,0,0,0,2,15
flat,shree vardhman flora3.8 ?,sector 90,96 Lac,5120.0,Super Built up area 1875(174.19 sq.m.),3.0,4.0,3.0,3.0,North,New Property,,,,,0,1,0,0,0,0,106
house,vatika india next4.1 ?,sector 83,1.7,7870.0,Plot area 240(200.67 sq.m.),3 Bedrooms,3.0,3+,4.0,North-West,New Property,2160.0,,2160.0,,0,1,0,1,0,0,0
flat,experion the heartsong3.9 ?,sector 108,98 Lac,13343.0,Built Up area: 978.23 (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2.0,3.0,3.0,12.0,South-East,Relatively New,,,,,1,1,1,1,0,0,31
flat,signature global city 37d ph 2,sector 37d,1.07 Crore,8237.0,Carpet area: 1305 (121.24 sq.m.),3.0,3.0,2.0,2.0,North-East,Undefined,,,,,0,0,0,0,0,0,86
